Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Willamette Falls,3/27/2018,,,,17,,,,,,,,,,
Willamette Falls,3/28/2018,,,,24,,,,,,,,,,
Willamette Falls,3/29/2018,,,,21,,,,,,,,,,
Willamette Falls,3/30/2018,,3,,19,,,,,,,,,,
Willamette Falls,3/31/2018,,2,,34,,,,,,,,,,
Willamette Falls,4/1/2018,,1,,25,,,,,,,,,,
Willamette Falls,4/2/2018,,3,,21,,,,,,,,,,
Willamette Falls,4/3/2018,,2,,6,,,,,,,,,,
Willamette Falls,4/4/2018,,1,,5,,,,,,,,,,
Willamette Falls,4/5/2018,,,,7,,,,,,,,,,
Willamette Falls,4/6/2018,,10,1,6,,,,,,,,,,
Willamette Falls,4/7/2018,,2,1,20,,,,,,,,,,
Willamette Falls,4/8/2018,,6,,51,,,,,,,,,,
Willamette Falls,4/9/2018,,,,8,,,,,,,,,,
Willamette Falls,4/10/2018,,,,13,,,,,,,,,,
Willamette Falls,4/11/2018,,,,21,,,,,,,,,,
Willamette Falls,4/12/2018,,,,31,,,,,,,,,,
Willamette Falls,4/13/2018,,,,9,,,,,,,,,,
Willamette Falls,4/14/2018,,,,24,,,,,,,,,,
Willamette Falls,4/15/2018,,,,17,,,,,,,,,,
Willamette Falls,4/16/2018,,,,9,,,,,,,,,,
Willamette Falls,4/17/2018,,,,12,,,,,,,,,,
Willamette Falls,4/18/2018,,,,15,,,,,,,,,,
Willamette Falls,4/19/2018,,,,25,,,,,,,,,,
Willamette Falls,4/20/2018,,12,,28,,,,,,,,,,
Willamette Falls,4/21/2018,,26,,15,,,,,,,,,,
Willamette Falls,4/22/2018,,43,1,27,,,,,,,,,,
Willamette Falls,4/23/2018,,80,5,24,,,,,,,,,,
Willamette Falls,4/24/2018,,78,3,42,,,,,,,,,,
Willamette Falls,4/25/2018,,189,14,43,,,,,,,,,,
Willamette Falls,4/26/2018,,405,25,65,,,,,,,,,,
Willamette Falls,4/27/2018,,1096,70,95,,,,,,,,,,
Willamette Falls,4/28/2018,,271,28,61,,,,,,,,,,
Willamette Falls,4/29/2018,,193,15,42,,,,,,,,,,
Willamette Falls,4/30/2018,,45,17,60,,,,,,,,,,
Willamette Falls,5/1/2018,,50,4,43,,,,,,,,,,
Willamette Falls,5/2/2018,,27,8,35,,,,,,,,,,
Willamette Falls,5/3/2018,,64,7,47,,,,,,,,,,
Willamette Falls,5/4/2018,,194,19,41,,,,,,,,,,
Willamette Falls,5/5/2018,,424,27,79,,,,,,,,,,
Willamette Falls,5/6/2018,,1333,75,125,,,,,,,,,,
Willamette Falls,5/7/2018,,607,48,71,,,,,,,,,,
Willamette Falls,5/8/2018,,625,41,101,,,,,,,,,,
Willamette Falls,5/9/2018,,388,27,80,,,,,,,,,,
Willamette Falls,5/10/2018,,491,36,133,,,,,,,,,,
Willamette Falls,5/11/2018,,352,29,68,,,,,,,,,,
Willamette Falls,5/12/2018,,201,17,70,,,,,,,,,,
Willamette Falls,5/13/2018,,569,52,71,,,,,,,,,,
Willamette Falls,5/14/2018,,691,74,114,,,,,,,,,,
Willamette Falls,5/15/2018,,1866,143,260,,,,,,,,,,
Willamette Falls,5/16/2018,,299,36,56,,,,,,,,,,
Willamette Falls,5/17/2018,,288,31,78,,,,,,,,,,
Willamette Falls,5/18/2018,,165,5,63,,,,,,,,,,
Willamette Falls,5/19/2018,,123,14,88,,,,,,,,,,
Willamette Falls,5/20/2018,,104,15,106,,,,,,,,,,
Willamette Falls,5/21/2018,,231,21,79,,,,,,,,,,
Willamette Falls,5/22/2018,,182,10,68,,,,,,,,,,
Willamette Falls,5/23/2018,,918,75,215,,,,,,,,,,
Willamette Falls,5/24/2018,,472,46,141,,,,,,,,,,
Willamette Falls,5/25/2018,,443,56,141,,,,,,,,,,
Willamette Falls,5/26/2018,,363,35,102,,,,,,,,,,
Willamette Falls,5/27/2018,,236,34,114,,,,,,,,,,
Willamette Falls,5/28/2018,,271,31,125,,,,,,,,,,
Willamette Falls,5/29/2018,,339,28,121,,,,,,,,,,
Willamette Falls,5/30/2018,,172,15,107,,,,,,,,,,
Willamette Falls,5/31/2018,,298,26,144,,,,,,,,,,
Willamette Falls,3/1/2019,,,,4,,,,,,,,,,
Willamette Falls,3/2/2019,,,,13,,,,,,,,,,
Willamette Falls,3/3/2019,,,,18,,,,,,,,,,
Willamette Falls,3/4/2019,,,,15,,,,,,,,,,
Willamette Falls,3/5/2019,,,,3,,,,,,,,,,
Willamette Falls,3/6/2019,,,,5,,,,,,,,,,
Willamette Falls,3/7/2019,,,,6,,,,,,,,,,
Willamette Falls,3/8/2019,,,,3,,,,,,,,,,
Willamette Falls,3/9/2019,,,,6,,,,,,,,,,
Willamette Falls,3/10/2019,,,,13,,,,,,,,,,
Willamette Falls,3/11/2019,,,,44,,,,,,,,,,
Willamette Falls,3/12/2019,,,,63,,,,,,,,,,
Willamette Falls,3/13/2019,,,,130,,,,,,,,,,
Willamette Falls,3/14/2019,,,,184,,,,,,,,,,
Willamette Falls,3/15/2019,,,,146,,,,,,,,,,
Willamette Falls,3/16/2019,,1,,114,,,,,,,,,,
Willamette Falls,3/17/2019,,,,94,,,,,,,,,,
Willamette Falls,3/18/2019,,1,,74,,,,,,,,,,
Willamette Falls,3/19/2019,,,,80,,,,,,,,,,
Willamette Falls,3/20/2019,,3,,104,,,,,,,,,,
Willamette Falls,3/21/2019,,2,,127,,,,,,,,,,
Willamette Falls,3/22/2019,,2,,88,,,,,,,,,,
Willamette Falls,3/23/2019,,2,,62,,,,,,,,,,
Willamette Falls,3/24/2019,,2,,67,,,,,,,,,,
Willamette Falls,3/25/2019,,,,95,,,,,,,,,,
Willamette Falls,3/26/2019,,1,,88,,,,,,,,,,
Willamette Falls,3/27/2019,,1,,73,,,,,,,,,,
Willamette Falls,3/28/2019,,2,,57,,,,,,,,,,
Willamette Falls,3/29/2019,,5,,78,,,,,,,,,,
Willamette Falls,3/30/2019,,11,,52,,,,,,,,,,
Willamette Falls,3/31/2019,,14,,73,,,,,,,,,,
Willamette Falls,4/1/2019,,17,,67,,,,,,,,,,
Willamette Falls,4/2/2019,,16,,46,,,,,,,,,,
Willamette Falls,4/3/2019,,26,,58,,,,,,,,,,
Willamette Falls,4/4/2019,,12,,43,,,,,,,,,,
Willamette Falls,4/5/2019,,4,,26,,,,,,,,,,
Willamette Falls,4/6/2019,,2,,21,,,,,,,,,,
Willamette Falls,4/7/2019,,1,,21,,,,,,,,,,
Willamette Falls,4/8/2019,,,,-3,,,,,,,,,,
Willamette Falls,4/9/2019,,,,-3,,,,,,,,,,
Willamette Falls,4/10/2019,,,,3,,,,,,,,,,
Willamette Falls,4/11/2019,,,,1,,,,,,,,,,
Willamette Falls,4/12/2019,,,,2,,,,,,,,,,
Willamette Falls,4/13/2019,,,,,,,,,,,,,,
Willamette Falls,4/14/2019,,,,,,,,,,,,,,
Willamette Falls,4/15/2019,,1,,5,,,,,,,,,,
Willamette Falls,4/16/2019,,1,,10,,,,,,,,,,
Willamette Falls,4/17/2019,,,,24,,,,,,,,,,
Willamette Falls,4/18/2019,,,,47,,,,,,,,,,
Willamette Falls,4/19/2019,,1,,84,,,,,,,,,,
Willamette Falls,4/20/2019,,3,,105,,,,,,,,,,
Willamette Falls,4/21/2019,,16,1,56,,,,,,,,,,
Willamette Falls,4/22/2019,,43,,44,,,,,,,,,,
Willamette Falls,4/23/2019,,60,1,40,,,,,,,,,,
Willamette Falls,4/24/2019,,128,2,45,,,,,,,,,,
Willamette Falls,4/25/2019,,178,5,51,,,,,,,,,,
Willamette Falls,4/26/2019,,543,9,72,,,,,,,,,,
Willamette Falls,4/27/2019,,603,29,81,,,,,,,,,,
Willamette Falls,4/28/2019,,372,27,57,,,,,,,,,,
Willamette Falls,4/29/2019,,452,38,50,,,,,,,,,,
Willamette Falls,4/30/2019,,361,30,43,,,,,,,,,,
Willamette Falls,5/1/2019,,289,17,56,,,,,,,,,,
Willamette Falls,5/2/2019,,461,42,49,,,,,,,,,,
Willamette Falls,5/3/2019,,550,36,67,,,,,,,,,,
Willamette Falls,5/4/2019,,635,51,65,,,,,,,,,,
Willamette Falls,5/5/2019,,977,39,57,,,,,,,,,,
Willamette Falls,5/6/2019,,1235,45,83,,,,,,,,,,
Willamette Falls,5/7/2019,,796,55,71,,,,,,,,,,
Willamette Falls,5/8/2019,,820,30,92,,,,,,,,,,
Willamette Falls,5/9/2019,,681,26,46,,,,,,,,,,
Willamette Falls,5/10/2019,,460,48,49,,,,,,,,,,
Willamette Falls,5/11/2019,,411,52,52,,,,,,,,,,
Willamette Falls,5/12/2019,,553,33,66,,,,,,,,,,
Willamette Falls,5/13/2019,,372,57,54,,,,,,,,,,
Willamette Falls,5/14/2019,,400,29,47,,,,,,,,,,
Willamette Falls,5/15/2019,,232,28,52,,,,,,,,,,
Willamette Falls,5/16/2019,,162,20,48,,,,,,,,,,
Willamette Falls,5/17/2019,,181,22,41,,,,,,,,,,
Willamette Falls,5/18/2019,,92,6,58,,,,,,,,,,
Willamette Falls,5/19/2019,,155,17,50,,,,,,,,,,
Willamette Falls,5/20/2019,,106,12,39,,,,,,,,,,
Willamette Falls,5/21/2019,,145,13,32,,,,,,,,,,
Willamette Falls,5/22/2019,,271,16,53,,,,,,,,,,
Willamette Falls,5/23/2019,,296,19,48,,,,,,,,,,
Willamette Falls,5/24/2019,,211,12,51,,,,,,,,,,
Willamette Falls,5/25/2019,,130,24,31,,,,,,,,,,
Willamette Falls,5/26/2019,,248,30,50,,,,,,,,,,
Willamette Falls,5/27/2019,,144,25,45,,,,,,,,,,
Willamette Falls,5/28/2019,,130,21,46,,,,,,,,,,
Willamette Falls,5/29/2019,,118,18,33,,,,,,,,,,
Willamette Falls,5/30/2019,,122,23,48,,,,,,,,,,
Willamette Falls,5/31/2019,,241,32,52,,,,,,,,,,
Willamette Falls,3/1/2020,,,,85,,,,,,,,,,
Willamette Falls,3/2/2020,,,,58,,,,,,,,,,
Willamette Falls,3/3/2020,,1,,50,,,,,,,,,,
Willamette Falls,3/4/2020,,,,80,,,,,,,,,,
Willamette Falls,3/5/2020,,1,,72,,,,,,,,,,
Willamette Falls,3/6/2020,,5,,63,,,,,,,,,,
Willamette Falls,3/7/2020,,4,,84,,,,,,,,,,
Willamette Falls,3/8/2020,,4,,90,,,,,,,,,,
Willamette Falls,3/9/2020,,2,,63,,,,,,,,,,
Willamette Falls,3/10/2020,,1,,47,,,,,,,,,,
Willamette Falls,3/11/2020,,2,,37,,,,,,,,,,
Willamette Falls,3/12/2020,,1,,45,,,,,,,,,,
Willamette Falls,3/13/2020,,1,,43,,,,,,,,,,
Willamette Falls,3/14/2020,,4,,48,,,,,,,,,,
Willamette Falls,3/15/2020,,1,,41,,,,,,,,,,
Willamette Falls,3/16/2020,,2,,40,,,,,,,,,,
Willamette Falls,3/17/2020,,,,59,,,,,,,,,,
Willamette Falls,3/18/2020,,1,,86,,,,,,,,,,
Willamette Falls,3/19/2020,,3,,79,,,,,,,,,,
Willamette Falls,3/20/2020,,1,,131,,,,,,,,,,
Willamette Falls,3/21/2020,,2,,100,,,,,,,,,,
Willamette Falls,3/22/2020,,2,,77,,,,,,,,,,
Willamette Falls,3/23/2020,,7,,62,,,,,,,,,,
Willamette Falls,3/24/2020,,6,,64,,,,,,,,,,
Willamette Falls,3/25/2020,,9,,70,,,,,,,,,,
Willamette Falls,3/26/2020,,16,,52,,,,,,,,,,
Willamette Falls,3/27/2020,,22,,38,,,,,,,,,,
Willamette Falls,3/28/2020,,12,,26,,,,,,,,,,
Willamette Falls,3/29/2020,,8,,29,,,,,,,,,,
Willamette Falls,3/30/2020,,8,,39,,,,,,,,,,
Willamette Falls,3/31/2020,,6,,67,,,,,,,,,,
Willamette Falls,4/1/2020,,3,,31,,,,,,,,,,
Willamette Falls,4/2/2020,,2,,18,,,,,,,,,,
Willamette Falls,4/3/2020,,,,44,,,,,,,,,,
Willamette Falls,4/4/2020,,4,,35,,,,,,,,,,
Willamette Falls,4/5/2020,,6,,67,,,,,,,,,,
Willamette Falls,4/6/2020,,7,,58,,,,,,,,,,
Willamette Falls,4/7/2020,,24,,85,,,,,,,,,,
Willamette Falls,4/8/2020,,45,,48,,,,,,,,,,
Willamette Falls,4/9/2020,,69,1,48,,,,,,,,,,
Willamette Falls,4/10/2020,,73,,36,,,,,,,,,,
Willamette Falls,4/11/2020,,140,,48,,,,,,,,,,
Willamette Falls,4/12/2020,,125,1,46,,,,,,,,,,
Willamette Falls,4/13/2020,,111,,31,,,,,,,,,,
Willamette Falls,4/14/2020,,172,2,34,,,,,,,,,,
Willamette Falls,4/15/2020,,271,2,45,,,,,,,,,,
Willamette Falls,4/16/2020,,230,2,32,,,,,,,,,,
Willamette Falls,4/17/2020,,288,2,14,,,,,,,,,,
Willamette Falls,4/18/2020,,256,,26,,,,,,,,,,
Willamette Falls,4/19/2020,,522,4,23,,,,,,,,,,
Willamette Falls,4/20/2020,,607,5,26,,,,,,,,,,
Willamette Falls,4/21/2020,,396,8,20,,,,,,,,,,
Willamette Falls,4/22/2020,,294,4,29,,,,,,,,,,
Willamette Falls,4/23/2020,,394,4,31,,,,,,,,,,
Willamette Falls,4/24/2020,,360,5,29,,,,,,,,,,
Willamette Falls,4/25/2020,,417,6,28,,,,,,,,,,
Willamette Falls,4/26/2020,,459,7,29,,,,,,,,,,
Willamette Falls,4/27/2020,,388,6,17,,,,,,,,,,
Willamette Falls,4/28/2020,,505,5,24,,,,,,,,,,
Willamette Falls,4/29/2020,,487,9,16,,,,,,,,,,
Willamette Falls,4/30/2020,,578,8,20,,,,,,,,,,
Willamette Falls,5/1/2020,,329,5,15,,,,,,,,,,
Willamette Falls,5/2/2020,,373,4,26,,,,,,,,,,
Willamette Falls,5/3/2020,,387,4,28,,,,,,,,,,
Willamette Falls,5/4/2020,,244,2,14,,,,,,,,,,
Willamette Falls,5/5/2020,,233,7,15,,,,,,,,,,
Willamette Falls,5/6/2020,,331,4,28,,,,,,,,,,
Willamette Falls,5/7/2020,,412,12,37,,,,,,,,,,
Willamette Falls,5/8/2020,,604,9,35,,,,,,,,,,
Willamette Falls,5/9/2020,,505,20,27,,,,,,,,,,
Willamette Falls,5/10/2020,,588,11,23,,,,,,,,,,
Willamette Falls,5/11/2020,,670,17,43,,,,,,,,,,
Willamette Falls,5/12/2020,,484,18,25,,,,,,,,,,
Willamette Falls,5/13/2020,,388,5,30,,,,,,,,,,
Willamette Falls,5/14/2020,,211,7,33,,,,,,,,,,
Willamette Falls,5/15/2020,,271,5,27,,,,,,,,,,
Willamette Falls,5/16/2020,,180,7,33,,,,,,,,,,
Willamette Falls,5/17/2020,,241,10,28,,,,,,,,,,
Willamette Falls,5/18/2020,,194,10,29,,,,,,,,,,
Willamette Falls,5/19/2020,,274,5,35,,,,,,,,,,
Willamette Falls,5/20/2020,,263,18,36,,,,,,,,,,
Willamette Falls,5/21/2020,,249,17,24,,,,,,,,,,
Willamette Falls,5/22/2020,,134,11,29,,,,,,,,,,
Willamette Falls,5/23/2020,,45,2,24,,,,,,,,,,
Willamette Falls,5/24/2020,,122,7,24,,,,,,,,,,
Willamette Falls,5/25/2020,,131,8,29,,,,,,,,,,
Willamette Falls,5/26/2020,,337,23,46,,,,,,,,,,
Willamette Falls,5/27/2020,,129,13,30,,,,,,,,,,
Willamette Falls,5/28/2020,,277,26,59,,,,,,,,,,
Willamette Falls,5/29/2020,,406,19,42,,,,,,,,,,
Willamette Falls,5/30/2020,,377,20,27,,,,,,,,,,
Willamette Falls,5/31/2020,,401,14,36,,,,,,,,,,
