Project,Date,Chin,agency_cd,site_no,Gage_Mean
Bonneville,2020-03-07,1,USGS,14128600,75.29
Bonneville,2020-03-08,1,USGS,14128600,75.15
Bonneville,2020-03-09,1,USGS,14128600,75.0
Bonneville,2020-03-10,0,USGS,14128600,75.15
Bonneville,2020-03-11,3,USGS,14128600,74.8
Bonneville,2020-03-12,0,USGS,14128600,74.92
Bonneville,2020-03-13,2,USGS,14128600,75.65
Bonneville,2020-03-14,3,USGS,14128600,76.2
Bonneville,2020-03-15,0,USGS,14128600,75.59
Bonneville,2020-03-16,1,USGS,14128600,75.53
Bonneville,2020-03-17,3,USGS,14128600,75.94
Bonneville,2020-03-18,1,USGS,14128600,75.56
Bonneville,2020-03-19,1,USGS,14128600,74.35
Bonneville,2020-03-20,4,USGS,14128600,73.8
Bonneville,2020-03-21,3,USGS,14128600,73.25
Bonneville,2020-03-22,1,USGS,14128600,73.24
Bonneville,2020-03-23,0,USGS,14128600,73.49
Bonneville,2020-03-24,1,USGS,14128600,73.94
Bonneville,2020-03-25,2,USGS,14128600,73.79
Bonneville,2020-03-26,2,USGS,14128600,74.81
Bonneville,2020-03-27,1,USGS,14128600,74.68
Bonneville,2020-03-28,2,USGS,14128600,74.74
Bonneville,2020-03-29,7,USGS,14128600,74.82
Bonneville,2020-03-30,2,USGS,14128600,74.95
Bonneville,2020-03-31,5,USGS,14128600,74.82
Bonneville,2020-04-01,8,USGS,14128600,74.88
Bonneville,2020-04-02,7,USGS,14128600,75.27
Bonneville,2020-04-03,5,USGS,14128600,75.03
Bonneville,2020-04-04,6,USGS,14128600,74.58
Bonneville,2020-04-05,16,USGS,14128600,75.16
Bonneville,2020-04-06,29,USGS,14128600,75.37
Bonneville,2020-04-07,9,USGS,14128600,74.2
Bonneville,2020-04-08,36,USGS,14128600,75.04
Bonneville,2020-04-09,59,USGS,14128600,75.98
Bonneville,2020-04-10,73,USGS,14128600,75.96
Bonneville,2020-04-11,54,USGS,14128600,75.5
Bonneville,2020-04-12,98,USGS,14128600,75.68
Bonneville,2020-04-13,105,USGS,14128600,75.51
Bonneville,2020-04-14,105,USGS,14128600,74.71
Bonneville,2020-04-15,109,USGS,14128600,74.63
Bonneville,2020-04-16,163,USGS,14128600,75.44
Bonneville,2020-04-17,125,USGS,14128600,75.63
Bonneville,2020-04-18,108,USGS,14128600,75.18
Bonneville,2020-04-19,219,USGS,14128600,74.9
Bonneville,2020-04-20,241,USGS,14128600,74.6
Bonneville,2020-04-21,283,USGS,14128600,75.15
Bonneville,2020-04-22,383,USGS,14128600,75.21
Bonneville,2020-04-23,629,USGS,14128600,75.55
Bonneville,2020-04-24,380,USGS,14128600,75.72
Bonneville,2020-04-25,526,USGS,14128600,75.78
Bonneville,2020-04-26,709,USGS,14128600,75.71
Bonneville,2020-04-27,815,USGS,14128600,75.61
Bonneville,2020-04-28,1650,USGS,14128600,75.26
Bonneville,2020-04-29,1542,USGS,14128600,75.38
Bonneville,2020-04-30,1836,USGS,14128600,75.34
Bonneville,2020-05-01,2806,USGS,14128600,75.3
Bonneville,2020-05-02,1245,USGS,14128600,75.66
Bonneville,2020-05-03,1207,USGS,14128600,76.06
Bonneville,2020-05-04,2534,USGS,14128600,75.72
Bonneville,2020-05-05,2923,USGS,14128600,75.79
Bonneville,2020-05-06,2637,USGS,14128600,75.54
Bonneville,2020-05-07,1840,USGS,14128600,75.55
Bonneville,2020-05-08,1904,USGS,14128600,75.16
Bonneville,2020-05-09,2761,USGS,14128600,75.07
Bonneville,2020-05-10,3002,USGS,14128600,74.86
Bonneville,2020-05-11,1478,USGS,14128600,75.09
Bonneville,2020-05-12,886,USGS,14128600,75.4
Bonneville,2020-05-13,735,USGS,14128600,75.87
Bonneville,2020-05-14,743,USGS,14128600,75.98
Bonneville,2020-05-15,1248,USGS,14128600,75.16
Bonneville,2020-05-16,1121,USGS,14128600,75.4
Bonneville,2020-05-17,1915,USGS,14128600,75.21
Bonneville,2020-05-18,984,USGS,14128600,76.14
Bonneville,2020-05-19,675,USGS,14128600,76.13
Bonneville,2020-05-20,520,USGS,14128600,76.12
Bonneville,2020-05-21,689,USGS,14128600,76.22
Bonneville,2020-05-22,676,USGS,14128600,76.05
Bonneville,2020-05-23,1031,USGS,14128600,77.02
Bonneville,2020-05-24,1805,USGS,14128600,77.04
Bonneville,2020-05-25,750,USGS,14128600,76.51
Bonneville,2020-05-26,919,USGS,14128600,75.19
Bonneville,2020-05-27,1238,USGS,14128600,75.33
Bonneville,2020-05-28,1016,USGS,14128600,75.95
Bonneville,2020-05-29,1485,USGS,14128600,76.67
Bonneville,2020-05-30,1309,USGS,14128600,77.0
Bonneville,2020-05-31,1129,USGS,14128600,76.98
